格式化站点编号,站点名称,等价站点,线路名称,线路方向,单程序号,经度,纬度,在主城区
112_U_19,田园牧歌,"['112_U_21', '006_U_31', '112_U_20']",112,上行,19,117.991996,37.39422,True
112_U_20,新河金都,"['112_U_21', '112_U_19']",112,上行,20,117.99199,37.396276,True
112_U_21,第六中学,"['112_U_20', '112_U_19']",112,上行,21,117.99319,37.397967,True
112_U_26,宝安驾校,"['112_D_07', '024_U_16']",112,上行,26,117.994215,37.425838,True
112_U_27,北海新城,['112_D_07'],112,上行,27,117.993244,37.429746,True
112_U_28,观海花园,['001_U_20'],112,上行,28,118.00103,37.435108,False
112_D_07,市车管所,"['112_U_26', '112_U_27']",112,下行,7,117.993443,37.427963,True
113_U_01,渤海先进技术研究院,"['016_U_01', '113_D_37', '016_U_02']",113,上行,1,117.944053,37.344739,False
113_U_25,麒麟阁,"['026_U_51', '002_U_30']",113,上行,25,117.998144,37.406045,True
113_U_28,福佑佳苑,"['105_U_29', '007_U_04']",113,上行,28,118.013232,37.410679,True
113_U_29,公交总公司北门,"['012_U_12', '105_U_30', '001_U_26']",113,上行,29,118.01831,37.411023,True
113_U_30,东王新苑,[],113,上行,30,118.023776,37.411433,True
113_U_35,惠众大厦,"['018_U_33', '018_U_34', '105_U_35', '105_U_34', '105_U_36']",113,上行,35,118.024236,37.429091,False
113_D_37,秦皇河公园,"['025_U_26', '025_U_25']",113,下行,37,117.944094,37.35013,True
