格式化上车站点编号,格式化下车站点编号,一天内刷卡数
013_D_12,013_D_16,2
013_D_12,013_D_18,1
013_D_30,105_D_14,1
013_U_08,013_U_27,1
013_U_09,013_U_35,1
013_U_09,013_U_37,1
013_U_16,013_U_21,1
013_U_17,013_U_30,1
014_D_03,014_D_09,1
014_D_06,014_D_36,1
014_D_07,014_D_27,1
014_D_12,014_D_36,1
014_D_14,014_D_41,1
014_U_08,014_U_37,1
014_U_08,014_U_44,1
014_U_09,014_U_40,1
014_U_11,014_U_42,2
014_U_11,014_U_44,1
014_U_12,014_U_22,1
014_U_35,014_U_39,1
014_U_40,014_U_45,1
015_D_01,015_D_43,1
015_D_02,015_D_55,1
015_D_03,015_D_51,1
015_D_05,015_D_09,1
015_D_06,015_D_51,2
015_D_07,015_D_51,1
015_D_08,015_D_47,1
015_D_08,015_D_49,1
015_D_10,015_D_43,1
015_D_13,015_D_51,1
015_D_14,015_D_20,2
015_D_14,015_D_49,1
015_D_44,015_D_51,1
015_U_02,015_U_53,1
015_U_03,015_U_45,1
015_U_05,015_U_48,1
015_U_05,015_U_53,1
015_U_06,015_U_41,2
015_U_06,015_U_43,2
015_U_06,015_U_50,2
015_U_08,015_U_41,1
015_U_09,015_U_16,1
015_U_09,015_U_48,1
015_U_15,015_U_46,2
015_U_16,015_U_48,1
015_U_17,015_U_52,1
016_D_01,016_D_07,1
016_D_01,016_D_12,1
016_D_01,016_D_18,1
016_D_01,016_D_20,1
016_D_02,016_D_12,1
016_D_02,016_D_15,1
016_D_02,016_D_22,2
016_D_02,016_D_26,1
016_D_03,016_D_27,1
016_D_03,016_D_29,1
016_D_04,016_D_07,1
016_D_04,016_D_13,1
016_D_04,016_D_17,2
016_D_04,016_D_19,2
016_D_04,016_D_25,1
016_D_04,016_D_32,2
016_D_05,016_D_07,1
016_D_05,016_D_08,1
016_D_05,016_D_09,1
016_D_05,016_D_14,1
016_D_05,016_D_15,1
016_D_05,016_D_17,3
016_D_05,016_D_18,1
016_D_05,016_D_22,1
016_D_05,016_D_25,2
016_D_06,016_D_07,1
016_D_06,016_D_08,2
016_D_06,016_D_10,4
016_D_06,016_D_12,2
016_D_06,016_D_13,2
016_D_06,016_D_23,1
016_D_06,016_D_26,1
016_D_06,016_D_28,2
016_D_07,016_D_08,2
016_D_07,016_D_10,4
016_D_07,016_D_11,1
016_D_07,016_D_16,1
016_D_07,016_D_17,1
016_D_07,016_D_18,1
016_D_07,016_D_28,1
016_D_07,102_D_39,1
016_D_08,016_D_09,4
016_D_08,016_D_12,2
016_D_08,016_D_13,2
016_D_08,016_D_14,1
016_D_08,016_D_15,1
016_D_08,016_D_26,2
016_D_09,016_D_10,6
016_D_09,016_D_12,2
016_D_09,016_D_13,1
016_D_09,016_D_18,2
016_D_09,016_D_19,1
016_D_09,016_D_22,1
016_D_09,016_D_25,2
016_D_09,016_D_26,1
016_D_10,016_D_11,1
016_D_10,016_D_12,2
016_D_10,016_D_16,1
016_D_10,016_D_18,1
016_D_10,016_D_22,1
016_D_10,016_D_23,4
016_D_10,016_D_26,1
016_D_11,016_D_12,1
016_D_11,016_D_13,2
016_D_11,016_D_14,1
016_D_11,016_D_16,2
016_D_11,016_D_17,1
016_D_11,016_D_18,3
016_D_11,016_D_19,4
016_D_11,016_D_22,3
016_D_11,016_D_23,3
016_D_11,016_D_25,2
016_D_11,016_D_26,3
016_D_11,016_D_33,1
016_D_12,016_D_13,1
016_D_12,016_D_14,1
016_D_12,016_D_16,1
016_D_12,016_D_18,12
016_D_12,016_D_19,3
016_D_12,016_D_21,4
016_D_12,016_D_22,2
016_D_12,016_D_23,4
016_D_12,016_D_24,1
016_D_12,016_D_25,5
016_D_12,016_D_26,4
016_D_12,016_D_30,1
016_D_12,016_D_35,2
016_D_13,016_D_14,1
016_D_13,016_D_17,2
016_D_13,016_D_18,1
016_D_13,016_D_20,1
016_D_13,016_D_21,1
016_D_13,016_D_22,2
016_D_13,016_D_23,1
016_D_13,016_D_24,1
016_D_13,016_D_25,2
016_D_13,016_D_26,1
016_D_13,016_D_28,1
016_D_13,016_D_30,1
016_D_14,016_D_22,1
016_D_14,016_D_25,3
016_D_14,016_D_26,1
016_D_14,028_D_20,1
016_D_15,016_D_21,1
016_D_15,016_D_24,1
016_D_15,016_D_25,8
016_D_15,016_D_26,2
016_D_15,016_D_28,1
016_D_16,016_D_20,1
016_D_16,016_D_21,1
016_D_16,016_D_23,1
016_D_16,016_D_26,1
016_D_17,016_D_18,1
016_D_17,016_D_19,2
016_D_17,016_D_21,2
016_D_17,016_D_22,1
016_D_17,016_D_23,1
016_D_17,016_D_25,1
016_D_17,016_D_26,1
016_D_18,016_D_21,3
016_D_18,016_D_23,1
016_D_18,016_D_25,2
016_D_18,016_D_26,2
016_D_19,016_D_26,1
016_D_21,016_D_22,1
016_D_21,016_D_32,1
016_D_22,016_D_26,1
016_D_22,016_D_29,1
016_D_23,016_D_26,2
016_D_23,016_D_29,1
016_D_25,016_D_26,1
016_D_25,016_D_32,1
016_D_25,016_D_35,1
016_D_27,016_D_29,2
016_D_27,016_D_30,1
016_D_27,016_D_31,1
016_D_27,016_D_32,1
016_U_01,016_U_09,3
016_U_01,016_U_10,1
016_U_01,016_U_24,2
016_U_03,016_U_05,3
016_U_03,016_U_09,2
016_U_03,016_U_25,1
016_U_04,016_U_09,3
016_U_04,016_U_10,1
016_U_04,016_U_15,1
016_U_05,016_U_09,3
016_U_05,016_U_14,1
016_U_06,016_U_09,3
016_U_06,016_U_23,1
016_U_06,016_U_24,1
016_U_06,102_D_40,1
016_U_07,016_U_09,3
016_U_07,016_U_13,1
016_U_07,016_U_14,1
016_U_08,016_U_09,2
016_U_08,016_U_10,1
016_U_08,016_U_21,1
016_U_08,016_U_23,1
016_U_08,016_U_25,1
016_U_09,016_U_10,4
016_U_09,016_U_16,2
016_U_09,016_U_18,1
016_U_09,016_U_19,1
016_U_09,016_U_21,2
016_U_09,016_U_22,1
016_U_09,016_U_23,1
016_U_09,016_U_25,2
016_U_09,016_U_26,3
016_U_09,016_U_28,1
016_U_09,026_D_18,1
016_U_10,016_U_19,1
016_U_10,016_U_23,1
016_U_10,016_U_24,4
016_U_11,016_U_14,1
016_U_11,016_U_18,3
016_U_11,016_U_22,1
016_U_11,016_U_24,3
016_U_12,016_U_15,1
016_U_12,016_U_16,1
016_U_12,016_U_23,1
016_U_12,016_U_24,2
016_U_13,016_U_20,1
016_U_13,016_U_23,2
016_U_13,016_U_24,4
016_U_13,016_U_26,4
016_U_13,016_U_27,1
016_U_14,016_U_15,1
016_U_14,016_U_23,1
016_U_14,016_U_24,1
016_U_14,016_U_26,1
016_U_14,016_U_28,1
016_U_15,016_U_19,1
016_U_15,016_U_20,1
016_U_15,016_U_21,1
016_U_15,016_U_23,2
016_U_15,016_U_24,3
016_U_16,016_U_21,1
016_U_16,016_U_23,1
016_U_16,016_U_24,1
016_U_16,016_U_27,1
016_U_17,016_U_23,1
016_U_17,016_U_24,2
016_U_17,016_U_25,1
016_U_17,016_U_28,2
016_U_18,016_U_21,1
016_U_18,016_U_24,5
016_U_18,016_U_26,1
016_U_18,016_U_27,1
016_U_19,012_D_06,1
016_U_19,016_U_20,1
016_U_19,016_U_23,3
016_U_20,016_U_23,1
016_U_20,016_U_24,1
016_U_20,016_U_25,1
016_U_20,016_U_26,2
016_U_20,106_U_34,1
016_U_21,016_U_23,2
016_U_21,016_U_24,1
016_U_21,016_U_26,1
016_U_21,016_U_27,2
016_U_21,016_U_28,2
016_U_22,016_U_23,1
016_U_22,016_U_24,1
016_U_22,016_U_25,1
016_U_23,016_U_24,1
016_U_23,016_U_27,2
016_U_24,016_U_25,1
016_U_24,016_U_26,1
016_U_24,016_U_27,1
016_U_24,016_U_28,4
017_D_01,017_D_09,1
017_D_01,017_D_11,1
017_D_01,017_D_12,3
017_D_01,017_D_37,1
017_D_02,017_D_03,1
017_D_02,017_D_04,1
017_D_02,017_D_09,1
017_D_02,017_D_12,1
017_D_02,017_D_13,2
017_D_02,017_D_23,2
017_D_03,017_D_12,8
017_D_03,017_D_13,2
017_D_03,017_D_35,2
017_D_03,017_D_37,2
017_D_04,017_D_09,1
017_D_04,017_D_31,1
017_D_05,017_D_09,2
017_D_05,017_D_11,1
017_D_05,017_D_12,2
017_D_05,017_D_20,1
017_D_06,017_D_12,1
017_D_07,017_D_13,2
017_D_08,017_D_09,1
017_D_11,017_D_12,2
017_D_11,017_D_21,2
017_D_13,017_D_21,1
017_D_13,017_D_23,1
017_D_14,017_D_15,1
017_D_14,017_D_37,1
017_D_16,017_D_18,1
017_D_22,017_D_30,1
017_D_23,017_D_31,2
017_D_24,017_D_34,1
017_D_25,017_D_35,1
017_U_01,017_U_15,1
017_U_01,017_U_24,1
017_U_01,017_U_36,5
017_U_03,017_U_14,1
017_U_03,017_U_36,2
017_U_04,017_U_15,1
017_U_05,017_U_15,2
017_U_05,017_U_27,1
017_U_07,017_U_17,1
017_U_16,017_U_37,2
017_U_17,017_U_25,1
017_U_18,017_U_32,1
017_U_19,017_U_20,1
017_U_19,017_U_33,1
017_U_20,017_U_21,1
017_U_20,017_U_25,1
017_U_25,017_U_32,2
017_U_26,017_U_28,1
017_U_26,017_U_32,1
017_U_26,017_U_33,1
017_U_26,017_U_36,7
017_U_26,017_U_37,2
017_U_27,017_U_29,1
017_U_27,017_U_33,3
017_U_27,017_U_36,10
017_U_28,017_U_29,1
017_U_28,017_U_33,1
017_U_29,017_U_36,2
017_U_30,017_U_31,1
017_U_30,103_D_20,1
017_U_34,017_U_37,1
017_U_35,017_U_37,1
018_D_01,018_D_16,1
018_D_02,018_D_16,1
018_D_03,018_D_15,1
018_D_04,018_D_05,2
018_D_04,018_D_09,1
018_D_04,018_D_16,1
018_D_04,018_D_21,1
018_D_05,018_D_09,2
018_D_05,018_D_17,1
018_D_06,018_D_09,1
018_D_06,018_D_10,1
018_D_06,018_D_12,2
018_D_06,018_D_16,4
018_D_06,018_D_21,3
018_D_07,018_D_09,2
018_D_07,018_D_16,4
018_D_07,101_U_26,1
018_D_08,018_D_27,1
018_D_09,018_D_21,2
018_D_09,018_D_22,1
018_D_09,106_U_30,1
018_D_10,018_D_12,1
018_D_11,018_D_12,2
018_D_11,105_D_16,1
018_D_12,018_D_14,1
018_D_12,018_D_16,1
018_D_12,018_D_21,1
018_D_12,018_D_27,1
018_D_12,018_D_36,2
018_D_13,018_D_16,3
018_D_13,018_D_17,2
018_D_13,018_D_21,1
018_D_13,018_D_22,1
018_D_14,018_D_16,3
018_D_14,018_D_36,1
018_D_15,018_D_17,1
018_D_15,018_D_22,2
018_D_16,018_D_27,1
018_D_17,007_D_09,1
018_D_17,018_D_18,1
018_D_17,018_D_21,2
018_D_17,018_D_31,1
018_D_17,018_D_33,2
018_D_17,018_D_36,1
018_D_19,018_D_21,4
018_D_19,018_D_24,3
018_D_21,018_D_36,2
018_D_22,018_D_26,1
018_D_22,018_D_31,1
018_D_22,018_D_36,2
018_D_23,018_D_24,1
018_D_25,018_D_36,1
018_D_26,018_D_27,2
018_D_27,018_D_36,2
018_D_28,018_D_36,1
018_D_32,018_D_36,1
018_D_36,012_D_27,1
018_U_01,018_U_09,2
018_U_01,018_U_14,3
018_U_01,018_U_16,3
018_U_01,018_U_19,3
018_U_01,018_U_24,2
018_U_01,102_D_20,1
018_U_04,018_U_14,1
018_U_04,018_U_19,2
018_U_05,018_U_14,1
018_U_05,018_U_16,2
018_U_05,018_U_19,3
018_U_05,018_U_24,1
018_U_05,111_U_15,1
018_U_09,018_U_11,2
018_U_10,018_U_24,1
018_U_10,018_U_29,1
018_U_11,018_U_19,1
018_U_12,018_U_19,1
018_U_14,018_U_19,1
018_U_15,018_U_19,1
018_U_15,018_U_22,1
018_U_16,018_U_27,2
018_U_18,018_U_20,1
018_U_19,018_U_24,1
018_U_20,018_U_24,11
018_U_22,018_U_24,1
018_U_22,018_U_27,1
019_D_02,019_D_03,1
019_D_05,019_D_26,1
019_D_11,019_D_26,1
019_D_15,019_D_26,2
019_U_30,016_U_26,1
019_U_35,019_U_40,1
019_U_40,019_U_45,1
020_D_01,020_D_33,1
020_D_02,020_D_03,3
020_D_02,020_D_32,1
020_D_03,020_D_04,1
020_D_03,020_D_24,1
020_D_04,020_D_06,1
020_D_04,020_D_08,1
020_D_04,020_D_10,1
020_D_04,020_D_32,1
020_D_04,020_D_34,1
020_D_05,020_D_22,3
020_D_05,020_D_32,1
020_D_05,028_U_29,1
020_D_07,020_D_10,1
020_D_07,020_D_21,2
020_D_08,020_D_32,1
020_D_09,020_D_10,1
020_D_09,020_D_27,1
020_D_25,020_D_33,1
020_D_25,020_D_35,1
020_D_26,020_D_33,1
020_D_27,020_D_35,1
020_U_01,020_U_03,1
020_U_01,020_U_09,1
020_U_01,020_U_10,1
020_U_01,020_U_11,1
020_U_01,020_U_12,1
020_U_01,020_U_18,3
020_U_01,020_U_27,1
020_U_01,020_U_31,1
020_U_02,020_U_18,1
020_U_03,020_U_11,2
020_U_03,020_U_31,2
020_U_04,020_U_22,1
020_U_04,020_U_29,1
020_U_04,020_U_31,1
020_U_08,020_U_31,1
020_U_10,020_U_18,1
020_U_10,020_U_22,2
020_U_10,020_U_27,1
020_U_10,020_U_29,1
020_U_11,020_U_18,1
020_U_13,011_U_26,1
020_U_13,020_U_20,1
020_U_13,020_U_31,1
020_U_15,020_U_31,1
020_U_24,020_U_31,1
020_U_26,020_U_27,1
020_U_28,020_U_30,1
020_U_28,020_U_31,1
020_U_29,020_U_30,1
021_D_01,021_D_02,1
021_D_01,021_D_06,1
021_D_01,021_D_08,1
021_D_01,021_D_09,1
021_D_01,021_D_10,1
021_D_01,021_D_14,1
021_D_01,021_D_19,1
021_D_01,021_D_35,1
021_D_05,021_D_09,1
021_D_06,021_D_09,1
021_D_07,021_D_08,1
021_D_07,021_D_14,1
021_D_20,021_D_22,1
021_D_20,021_D_28,1
021_U_02,021_U_29,1
021_U_03,021_U_36,1
021_U_07,021_U_43,1
021_U_08,021_U_43,1
021_U_15,021_U_23,1
021_U_20,021_U_23,1
021_U_21,107_U_30,1
021_U_29,021_U_38,1
021_U_34,021_U_41,1
022_D_01,022_D_02,3
022_D_01,022_D_03,1
022_D_01,022_D_04,3
022_D_01,022_D_06,1
022_D_01,022_D_08,2
022_D_01,022_D_12,2
022_D_01,022_D_18,4
022_D_01,022_D_20,1
022_D_01,022_D_26,1
022_D_01,022_D_29,3
022_D_01,022_D_32,1
022_D_01,022_D_33,1
022_D_01,022_D_40,3
022_D_01,022_D_41,2
022_D_02,022_D_04,5
022_D_02,022_D_06,1
022_D_02,022_D_08,1
022_D_02,022_D_10,1
022_D_02,022_D_14,1
022_D_02,022_D_22,1
022_D_02,022_D_26,2
022_D_02,022_D_29,1
022_D_03,022_D_04,2
022_D_03,022_D_06,3
022_D_03,022_D_08,1
022_D_03,022_D_10,2
022_D_03,022_D_16,2
022_D_03,022_D_18,1
022_D_03,022_D_20,1
022_D_03,022_D_23,1
022_D_03,022_D_26,1
022_D_03,022_D_40,1
022_D_04,016_D_08,1
022_D_04,022_D_05,13
022_D_04,022_D_07,2
022_D_04,022_D_08,4
022_D_04,022_D_10,1
022_D_04,022_D_22,4
022_D_04,022_D_24,3
022_D_04,022_D_26,2
022_D_04,022_D_29,3
022_D_04,022_D_30,2
022_D_04,022_D_34,1
022_D_04,022_D_40,1
022_D_04,022_D_41,5
022_D_04,108_U_13,1
022_D_05,022_D_06,3
022_D_05,022_D_07,3
022_D_05,022_D_08,6
022_D_05,022_D_10,2
022_D_05,022_D_12,1
022_D_05,022_D_16,1
022_D_05,022_D_18,4
022_D_05,022_D_20,2
022_D_05,022_D_25,1
022_D_05,022_D_26,1
022_D_05,022_D_29,6
022_D_05,022_D_36,1
022_D_05,022_D_40,3
022_D_05,022_D_41,7
022_D_06,022_D_07,2
022_D_06,022_D_08,7
022_D_06,022_D_18,1
022_D_06,022_D_20,1
022_D_06,022_D_26,4
022_D_06,022_D_29,3
022_D_06,022_D_30,2
022_D_06,022_D_36,1
022_D_06,022_D_40,2
022_D_06,022_D_41,5
022_D_06,106_U_34,1
022_D_07,022_D_08,1
022_D_07,022_D_10,3
022_D_07,022_D_16,2
022_D_07,022_D_20,1
022_D_07,022_D_24,1
022_D_07,022_D_29,3
022_D_07,022_D_40,2
022_D_07,022_D_41,4
022_D_08,022_D_16,2
022_D_08,022_D_22,1
022_D_08,022_D_37,3
022_D_08,022_D_40,5
022_D_08,022_D_41,1
022_D_09,022_D_10,3
022_D_09,022_D_12,1
022_D_09,022_D_18,2
022_D_09,022_D_20,2
022_D_09,022_D_23,1
022_D_09,022_D_29,4
022_D_09,022_D_34,3
022_D_09,022_D_38,1
022_D_09,022_D_41,8
022_D_11,022_D_23,1
022_D_11,022_D_30,1
022_D_12,022_D_20,1
022_D_12,022_D_29,1
022_D_12,022_D_38,1
022_D_14,022_D_26,1
022_D_14,022_D_41,3
022_D_16,022_D_18,2
022_D_17,022_D_26,1
022_D_18,022_D_20,1
022_D_18,022_D_26,1
022_D_27,022_D_38,1
022_D_27,022_D_41,2
022_D_28,022_D_34,1
022_D_29,022_D_34,1
022_D_29,022_D_40,1
022_D_29,022_D_41,1
022_D_30,022_D_40,2
022_U_01,022_U_02,1
022_U_01,022_U_29,1
022_U_01,022_U_33,4
022_U_01,022_U_35,3
022_U_01,022_U_36,4
022_U_01,022_U_37,12
022_U_01,022_U_38,1
022_U_01,022_U_41,3
022_U_02,022_U_12,1
022_U_02,022_U_19,1
022_U_02,022_U_33,6
022_U_02,022_U_35,6
022_U_02,022_U_36,1
022_U_02,022_U_37,4
022_U_02,022_U_39,1
022_U_02,022_U_41,3
022_U_02,022_U_42,1
022_U_03,022_U_11,2
022_U_03,022_U_33,1
022_U_03,022_U_36,1
022_U_03,022_U_37,4
022_U_03,022_U_41,2
022_U_04,022_U_14,1
022_U_04,022_U_29,1
022_U_04,022_U_33,1
022_U_04,022_U_37,2
022_U_05,022_U_33,3
022_U_05,022_U_37,1
022_U_05,022_U_41,2
022_U_06,022_U_37,1
022_U_07,022_U_33,1
022_U_07,022_U_36,1
022_U_08,022_U_12,1
022_U_08,022_U_14,1
022_U_08,022_U_33,3
022_U_08,022_U_36,1
022_U_08,022_U_37,4
022_U_09,022_U_37,1
022_U_09,022_U_41,1
022_U_10,022_U_37,1
022_U_10,022_U_41,1
022_U_11,022_U_30,1
022_U_11,022_U_36,2
022_U_11,022_U_37,4
022_U_11,022_U_41,1
022_U_12,022_U_33,2
022_U_12,022_U_35,2
022_U_12,022_U_37,6
022_U_12,022_U_38,1
022_U_13,022_U_29,1
022_U_13,022_U_33,3
022_U_13,022_U_35,2
022_U_13,022_U_36,3
022_U_13,022_U_37,9
022_U_13,022_U_40,1
022_U_13,022_U_41,4
022_U_14,022_U_33,1
022_U_14,022_U_35,2
022_U_14,022_U_36,3
022_U_14,022_U_37,15
022_U_14,022_U_41,3
022_U_15,010_U_52,1
022_U_15,022_U_24,1
022_U_15,022_U_25,1
022_U_15,022_U_27,1
022_U_15,022_U_36,1
022_U_15,022_U_37,6
022_U_15,022_U_39,1
022_U_15,022_U_40,2
022_U_15,022_U_41,1
022_U_16,022_U_37,3
022_U_16,022_U_42,1
022_U_17,022_U_35,1
022_U_17,022_U_37,13
022_U_18,022_U_30,1
022_U_18,022_U_33,1
022_U_18,022_U_35,1
022_U_18,022_U_39,1
022_U_19,022_U_33,1
022_U_19,022_U_37,4
022_U_19,022_U_40,1
022_U_20,022_U_24,1
022_U_20,022_U_29,1
022_U_20,022_U_33,3
022_U_20,022_U_37,8
022_U_20,022_U_39,1
022_U_20,022_U_41,2
022_U_21,022_U_35,1
022_U_23,022_U_37,2
022_U_24,022_U_25,2
022_U_24,022_U_33,2
022_U_24,022_U_37,5
022_U_24,022_U_39,4
022_U_24,022_U_41,4
022_U_26,022_U_33,3
022_U_26,022_U_35,2
022_U_26,022_U_37,5
022_U_26,022_U_39,2
022_U_26,022_U_41,2
022_U_28,022_U_40,1
022_U_29,022_U_37,1
022_U_29,022_U_41,2
022_U_29,022_U_42,1
022_U_30,022_U_37,1
022_U_31,022_U_33,4
022_U_31,022_U_34,1
022_U_31,022_U_35,2
022_U_31,022_U_37,6
022_U_31,022_U_39,1
022_U_32,022_U_33,2
022_U_32,022_U_37,3
022_U_32,022_U_38,1
022_U_32,022_U_39,3
022_U_33,022_U_34,2
022_U_33,022_U_37,2
022_U_33,022_U_41,1
022_U_34,022_U_35,2
022_U_34,022_U_36,2
022_U_34,022_U_37,14
022_U_34,022_U_40,2
022_U_34,022_U_41,1
022_U_35,022_U_37,4
022_U_35,106_U_31,1
022_U_36,022_U_37,13
022_U_36,022_U_38,5
022_U_36,022_U_39,1
022_U_36,022_U_41,3
022_U_36,030_D_08,1
022_U_37,022_U_38,2
022_U_37,022_U_39,1
022_U_37,022_U_40,3
022_U_37,022_U_41,2
022_U_37,106_U_28,1
022_U_38,022_U_39,1
022_U_38,022_U_40,2
022_U_38,022_U_41,8
022_U_39,022_U_41,2
022_U_41,022_U_42,1
023_D_04,023_D_05,1
023_D_05,023_D_06,1
023_D_05,023_D_08,2
023_D_05,023_D_30,1
023_D_06,023_D_08,3
023_D_11,023_D_25,1
023_U_01,023_U_31,1
023_U_02,023_U_31,1
023_U_02,023_U_34,1
023_U_03,023_U_31,2
023_U_05,023_U_31,2
023_U_11,023_U_24,1
023_U_13,023_U_30,1
023_U_14,023_U_30,2
023_U_24,023_U_30,1
023_U_25,023_U_26,1
023_U_28,023_U_29,1
023_U_28,023_U_31,3
023_U_29,023_U_31,1
023_U_30,023_U_31,1
023_U_31,023_U_35,1
024_D_01,024_D_19,2
024_D_01,024_D_21,1
024_D_01,024_D_30,4
024_D_02,024_D_32,1
024_D_03,024_D_12,1
024_D_03,024_D_23,1
024_D_04,024_D_06,1
024_D_04,024_D_16,1
024_D_05,024_D_12,4
024_D_05,024_D_13,2
024_D_05,024_D_19,1
024_D_05,024_D_23,1
024_D_06,024_D_19,1
024_D_06,024_D_27,1
024_D_06,024_D_29,1
024_D_06,024_D_32,1
024_D_07,024_D_11,1
024_D_07,024_D_16,1
024_D_07,024_D_19,2
024_D_08,024_D_09,1
024_D_08,024_D_13,1
024_D_08,024_D_18,1
024_D_09,024_D_30,9
024_D_11,024_D_32,1
024_D_12,024_D_21,1
024_D_15,024_D_19,1
024_D_15,024_D_25,1
024_D_16,024_D_19,1
024_D_16,024_D_31,1
024_D_18,024_D_19,2
024_D_24,024_D_32,1
024_U_01,024_U_10,1
024_U_01,024_U_23,1
024_U_01,024_U_27,1
024_U_01,024_U_29,2
024_U_01,024_U_31,1
024_U_03,024_U_18,1
024_U_03,024_U_20,1
024_U_04,024_U_25,9
024_U_04,024_U_32,4
024_U_05,024_U_27,1
024_U_05,024_U_32,1
024_U_06,024_U_27,1
024_U_09,024_U_19,1
024_U_11,024_U_29,1
024_U_13,024_U_17,1
024_U_13,024_U_22,1
024_U_13,024_U_32,2
024_U_14,024_U_16,2
024_U_14,024_U_18,3
024_U_14,024_U_19,1
024_U_14,024_U_20,1
024_U_14,024_U_24,1
024_U_14,024_U_27,1
024_U_14,024_U_29,1
024_U_14,024_U_30,1
024_U_14,024_U_31,1
024_U_14,024_U_32,5
024_U_14,024_U_33,1
024_U_15,024_U_32,2
024_U_16,024_U_29,1
024_U_18,024_U_26,4
024_U_21,024_U_23,1
024_U_21,024_U_25,1
024_U_21,024_U_29,2
024_U_21,024_U_32,2
024_U_21,103_D_33,1
024_U_22,024_U_29,4
024_U_22,024_U_31,2
024_U_22,024_U_32,1
024_U_25,024_U_31,1
025_D_03,025_D_19,1
025_D_04,025_D_38,1
025_D_08,025_D_30,1
025_D_19,025_D_45,1
025_U_02,025_U_25,1
025_U_02,025_U_28,1
025_U_08,025_U_42,1
025_U_10,025_U_44,1
025_U_16,025_U_25,1
025_U_16,025_U_39,1
025_U_21,025_U_38,1
025_U_22,025_U_28,1
025_U_32,025_U_41,1
026_D_01,026_D_05,1
026_D_01,026_D_07,1
026_D_01,026_D_08,2
026_D_01,026_D_21,1
026_D_01,026_D_47,1
026_D_03,026_D_16,1
026_D_03,026_D_47,1
026_D_04,026_D_20,1
026_D_04,026_D_21,1
026_D_05,026_D_17,2
026_D_07,026_D_16,1
026_D_08,026_D_20,1
026_D_08,026_D_21,1
026_D_10,026_D_21,1
026_D_12,026_D_50,1
026_D_13,026_D_14,1
026_D_13,026_D_15,1
026_D_15,026_D_51,1
026_D_16,026_D_37,1
026_D_17,026_D_48,1
026_D_18,026_D_20,1
026_D_18,026_D_21,1
026_D_21,026_D_25,1
026_D_21,026_D_38,1
026_D_24,026_D_26,1
026_D_39,026_D_55,1
026_U_01,026_U_17,1
026_U_03,026_U_16,1
026_U_04,026_U_41,1
026_U_05,026_U_34,1
026_U_06,026_U_44,1
026_U_08,026_U_38,1
026_U_09,026_U_12,2
026_U_09,026_U_17,1
026_U_09,026_U_21,1
026_U_09,026_U_26,2
026_U_09,026_U_29,1
026_U_09,026_U_33,1
026_U_09,026_U_34,5
026_U_09,026_U_35,1
026_U_09,026_U_38,1
026_U_09,026_U_41,2
026_U_09,026_U_42,2
026_U_09,026_U_44,1
026_U_09,026_U_45,1
026_U_09,026_U_49,2
026_U_09,026_U_52,1
026_U_09,026_U_53,1
026_U_09,026_U_54,2
026_U_09,026_U_55,1
026_U_16,026_U_37,1
026_U_18,026_U_40,1
026_U_18,026_U_41,1
026_U_19,026_U_37,1
026_U_23,026_U_37,1
026_U_38,026_U_39,1
026_U_41,026_U_42,1
026_U_42,026_U_44,1
026_U_42,026_U_51,1
026_U_44,026_U_53,2
026_U_48,026_U_51,2
026_U_50,026_U_52,2
027_D_04,027_D_06,1
027_D_06,027_D_12,1
027_D_06,027_D_39,1
027_D_11,027_D_26,1
027_U_01,027_U_34,1
027_U_01,027_U_39,1
027_U_03,027_U_37,1
027_U_04,027_U_25,1
027_U_09,027_U_21,1
027_U_24,027_U_34,1
028_D_01,028_D_02,3
028_D_01,028_D_03,1
028_D_01,028_D_05,2
028_D_01,028_D_10,1
028_D_01,028_D_16,2
028_D_02,028_D_05,1
028_D_02,028_D_10,1
028_D_02,028_D_20,1
028_D_02,028_D_32,1
028_D_03,028_D_04,1
028_D_03,028_D_09,1
028_D_03,028_D_10,1
028_D_03,028_D_16,1
028_D_03,028_D_29,1
028_D_03,028_D_32,1
028_D_04,028_D_05,1
028_D_04,028_D_10,1
028_D_04,028_D_11,1
028_D_04,028_D_30,1
028_D_04,028_D_31,1
028_D_05,028_D_08,4
028_D_05,028_D_10,2
028_D_05,028_D_11,1
028_D_05,028_D_16,1
028_D_05,028_D_17,1
028_D_06,028_D_07,1
028_D_06,028_D_08,2
028_D_06,028_D_09,2
028_D_06,028_D_10,1
028_D_06,028_D_11,1
028_D_06,028_D_19,1
028_D_06,028_D_20,1
028_D_06,028_D_24,1
028_D_06,028_D_29,1
028_D_06,028_D_31,2
028_D_06,028_D_32,2
028_D_06,028_D_36,1
028_D_07,028_D_08,2
028_D_07,028_D_09,4
028_D_07,028_D_10,1
028_D_07,028_D_18,2
028_D_07,028_D_28,1
028_D_07,028_D_30,1
028_D_07,028_D_31,2
028_D_07,028_D_32,1
028_D_07,028_D_38,1
028_D_08,028_D_10,1
028_D_08,028_D_14,1
028_D_08,028_D_23,2
028_D_08,028_D_28,1
028_D_08,028_D_32,2
028_D_08,028_D_38,1
028_D_09,028_D_11,1
028_D_09,028_D_14,1
028_D_09,028_D_15,1
028_D_09,028_D_17,2
028_D_09,028_D_21,2
028_D_09,028_D_23,1
028_D_09,028_D_31,3
028_D_09,028_D_32,5
028_D_09,028_D_38,3
028_D_10,028_D_16,4
