格式化站点编号,站点名称,等价站点,线路名称,线路方向,单程序号,经度,纬度,在主城区,可能的下车站点
016_D_05,通康医院,"['001_U_32', '001_D_08', '006_U_40', '006_U_41', '006_D_04', '006_D_05', '008_U_40', '008_D_04', '013_U_35', '013_D_03', '014_U_39', '014_U_40', '014_D_07', '015_U_53', '015_D_03', '016_D_04', '016_D_06', '019_U_47', '019_D_03', '020_U_29', '020_D_08', '021_U_41', '021_D_03', '023_U_29', '023_D_08', '028_U_34', '028_U_35', '028_D_04', '028_D_05', '030_U_44', '030_U_45', '030_D_03', '030_D_04', '036_U_26', '036_U_27', '036_D_07', '036_D_08', '037_U_38', '037_D_09', '038_U_40', '038_D_08', '102_U_34', '102_D_09', '102_D_10', '108_U_37', '108_D_01', '111_U_19', '111_D_17', '111_D_18']",16,下行,5,118.025504,37.384254,True,"['016_D_06', '016_D_07', '016_D_08', '016_D_09', '016_D_10', '016_D_11', '016_D_12', '016_D_13', '016_D_14', '016_D_15', '016_D_16', '016_D_17', '016_D_18', '016_D_19', '016_D_20', '016_D_21', '016_D_22', '016_D_23', '016_D_24', '016_D_25', '016_D_26', '016_D_27', '016_D_28', '016_D_29', '016_D_30', '016_D_31', '016_D_32', '016_D_33', '016_D_34', '016_D_35']"
016_D_06,大润发,"['001_D_06', '001_D_07', '001_D_08', '004_D_06', '006_D_05', '006_D_07', '007_D_11', '012_D_16', '014_U_39', '014_U_40', '014_D_05', '014_D_06', '014_D_07', '016_D_05', '018_U_22', '020_D_06', '020_D_07', '020_D_08', '022_U_39', '023_U_28', '023_U_29', '023_D_06', '023_D_07', '023_D_08', '028_D_05', '030_D_04', '036_D_08', '111_U_17', '111_U_18', '111_U_19', '111_D_17', '111_D_18']",16,下行,6,118.022821,37.385981,True,"['016_D_07', '016_D_08', '016_D_09', '016_D_10', '016_D_11', '016_D_12', '016_D_13', '016_D_14', '016_D_15', '016_D_16', '016_D_17', '016_D_18', '016_D_19', '016_D_20', '016_D_21', '016_D_22', '016_D_23', '016_D_24', '016_D_25', '016_D_26', '016_D_27', '016_D_28', '016_D_29', '016_D_30', '016_D_31', '016_D_32', '016_D_33', '016_D_34', '016_D_35']"
016_D_07,银茂大酒店,"['001_D_05', '001_D_06', '001_D_07', '004_U_29', '004_U_30', '004_D_04', '004_D_05', '004_D_06', '006_U_39', '006_U_40', '006_D_05', '006_D_06', '007_U_12', '007_U_13', '007_D_09', '007_D_10', '012_U_19', '012_U_20', '012_D_14', '012_D_15', '014_U_41', '014_U_42', '014_D_04', '014_D_05', '014_D_06', '016_D_08', '018_U_20', '018_U_21', '018_D_16', '018_D_17', '020_D_05', '020_D_06', '020_D_07', '022_U_38', '022_U_39', '022_U_40', '022_D_03', '022_D_04', '023_U_30', '023_U_31', '023_D_05', '023_D_06', '023_D_07', '028_U_33', '028_U_34', '028_D_05', '028_D_06', '030_U_43', '030_U_44', '030_D_04', '030_D_05', '030_D_06', '033_U_19', '033_U_20', '033_D_05', '033_D_06', '036_U_25', '036_U_26', '036_D_08', '036_D_09', '036_D_10', '101_U_26', '101_U_27', '101_D_05', '101_D_06', '103_U_25', '103_U_26', '103_D_08', '103_D_09', '106_U_30', '106_U_31', '106_D_08', '106_D_09', '106_D_10', '108_U_33', '108_U_34', '108_D_05', '108_D_06', '108_D_07', '111_U_16', '111_U_17', '111_U_18', '111_D_19', '111_D_20']",16,下行,7,118.019348,37.383235,True,"['016_D_08', '016_D_09', '016_D_10', '016_D_11', '016_D_12', '016_D_13', '016_D_14', '016_D_15', '016_D_16', '016_D_17', '016_D_18', '016_D_19', '016_D_20', '016_D_21', '016_D_22', '016_D_23', '016_D_24', '016_D_25', '016_D_26', '016_D_27', '016_D_28', '016_D_29', '016_D_30', '016_D_31', '016_D_32', '016_D_33', '016_D_34', '016_D_35']"
016_D_08,百货大楼,"['001_D_04', '001_D_05', '004_U_29', '004_U_30', '004_U_31', '004_D_03', '004_D_04', '004_D_05', '006_U_39', '006_U_40', '006_D_05', '006_D_06', '007_U_12', '007_U_13', '007_U_14', '007_D_08', '007_D_09', '007_D_10', '011_U_26', '011_U_27', '011_D_14', '011_D_15', '012_U_19', '012_U_20', '012_U_21', '012_D_13', '012_D_14', '012_D_15', '014_U_41', '014_U_42', '014_U_43', '014_D_03', '014_D_04', '016_D_07', '016_D_09', '018_U_19', '018_U_20', '018_U_21', '018_D_16', '018_D_17', '018_D_18', '020_D_04', '020_D_05', '022_U_37', '022_U_38', '022_D_03', '022_D_04', '022_D_05', '023_U_30', '023_U_31', '023_U_32', '023_D_04', '023_D_05', '024_U_29', '024_U_30', '024_D_04', '024_D_05', '025_U_44', '025_U_45', '025_D_02', '025_D_03', '028_U_32', '028_U_33', '028_U_34', '028_D_05', '028_D_06', '028_D_07', '030_U_43', '030_U_44', '030_D_04', '030_D_05', '033_U_19', '033_U_20', '033_U_21', '033_D_04', '033_D_05', '033_D_06', '036_U_25', '036_U_26', '036_D_08', '036_D_09', '101_U_26', '101_U_27', '101_U_28', '101_D_04', '101_D_05', '101_D_06', '102_U_31', '102_U_32', '102_D_11', '102_D_12', '103_U_25', '103_U_26', '103_U_27', '103_D_07', '103_D_08', '103_D_09', '106_U_30', '106_U_31', '106_U_32', '106_D_07', '106_D_08', '106_D_09', '108_U_33', '108_U_34', '108_U_35', '108_D_04', '108_D_05', '108_D_06', '111_U_15', '111_U_16', '111_D_19', '111_D_20', '111_D_21']",16,下行,8,118.019731,37.3801,True,"['016_D_09', '016_D_10', '016_D_11', '016_D_12', '016_D_13', '016_D_14', '016_D_15', '016_D_16', '016_D_17', '016_D_18', '016_D_19', '016_D_20', '016_D_21', '016_D_22', '016_D_23', '016_D_24', '016_D_25', '016_D_26', '016_D_27', '016_D_28', '016_D_29', '016_D_30', '016_D_31', '016_D_32', '016_D_33', '016_D_34', '016_D_35']"
016_D_09,渤海国际,"['001_D_04', '001_D_05', '004_U_30', '004_U_31', '004_D_03', '004_D_04', '007_U_13', '007_U_14', '007_U_15', '007_D_08', '007_D_09', '011_U_26', '011_U_27', '011_D_14', '011_D_15', '011_D_16', '012_U_20', '012_U_21', '012_U_22', '012_D_13', '012_D_14', '014_U_42', '014_U_43', '014_D_03', '014_D_04', '016_D_08', '018_U_19', '018_U_20', '018_D_17', '018_D_18', '020_D_04', '020_D_05', '022_U_37', '022_U_38', '022_D_04', '022_D_05', '022_D_06', '023_U_31', '023_U_32', '023_U_33', '023_D_03', '023_D_04', '023_D_05', '024_U_29', '024_U_30', '024_D_04', '024_D_05', '025_U_44', '025_U_45', '025_D_02', '025_D_03', '028_U_32', '028_U_33', '028_D_06', '028_D_07', '028_D_08', '033_U_20', '033_U_21', '033_D_04', '033_D_05', '101_U_27', '101_U_28', '101_U_29', '101_D_04', '101_D_05', '102_U_30', '102_U_31', '102_U_32', '102_D_11', '102_D_12', '102_D_13', '103_U_26', '103_U_27', '103_U_28', '103_D_07', '103_D_08', '106_U_31', '106_U_32', '106_U_33', '106_D_07', '106_D_08', '108_U_34', '108_U_35', '108_D_04', '108_D_05', '111_U_15', '111_U_16', '111_D_20', '111_D_21', '111_D_22']",16,下行,9,118.019996,37.377226,True,"['016_D_10', '016_D_11', '016_D_12', '016_D_13', '016_D_14', '016_D_15', '016_D_16', '016_D_17', '016_D_18', '016_D_19', '016_D_20', '016_D_21', '016_D_22', '016_D_23', '016_D_24', '016_D_25', '016_D_26', '016_D_27', '016_D_28', '016_D_29', '016_D_30', '016_D_31', '016_D_32', '016_D_33', '016_D_34', '016_D_35']"
016_D_10,黄金大厦,"['007_U_15', '007_U_16', '007_U_17', '007_D_06', '007_D_07', '009_U_46', '009_D_02', '009_D_03', '010_U_51', '010_D_04', '010_D_05', '011_U_25', '011_D_16', '011_D_17', '012_U_22', '012_U_23', '012_D_12', '016_U_26', '016_D_11', '022_U_35', '022_U_36', '022_D_06', '022_D_07', '023_U_33', '026_U_36', '026_U_37', '026_D_20', '027_U_36', '027_D_04', '027_D_05', '028_U_31', '028_D_08', '028_D_09', '037_U_43', '037_U_44', '037_D_04', '038_U_45', '038_U_46', '101_U_29', '102_D_13', '103_U_28', '103_U_29', '103_D_05', '103_D_06', '106_U_33', '109_U_30', '109_D_03', '111_U_14', '111_D_22', '111_D_23']",16,下行,10,118.020731,37.371956,True,"['016_D_11', '016_D_12', '016_D_13', '016_D_14', '016_D_15', '016_D_16', '016_D_17', '016_D_18', '016_D_19', '016_D_20', '016_D_21', '016_D_22', '016_D_23', '016_D_24', '016_D_25', '016_D_26', '016_D_27', '016_D_28', '016_D_29', '016_D_30', '016_D_31', '016_D_32', '016_D_33', '016_D_34', '016_D_35']"
016_D_11,剧场街农贸市场,"['007_U_15', '007_U_16', '007_U_17', '007_D_05', '007_D_06', '007_D_07', '009_U_45', '009_U_46', '009_D_03', '010_U_50', '010_U_51', '010_D_05', '011_U_24', '011_U_25', '011_D_16', '011_D_17', '012_U_22', '012_U_23', '012_D_11', '012_D_12', '016_U_25', '016_U_26', '016_D_10', '022_U_36', '022_D_06', '022_D_07', '023_U_33', '026_U_37', '026_D_19', '026_D_20', '027_U_35', '027_U_36', '027_D_05', '028_U_30', '028_U_31', '028_D_08', '028_D_09', '037_U_44', '037_D_03', '037_D_04', '038_U_46', '038_D_03', '102_D_13', '103_U_28', '103_U_29', '103_D_06', '109_U_30', '111_U_13', '111_U_14', '111_D_22', '111_D_23']",16,下行,11,118.019848,37.370885,True,"['016_D_12', '016_D_13', '016_D_14', '016_D_15', '016_D_16', '016_D_17', '016_D_18', '016_D_19', '016_D_20', '016_D_21', '016_D_22', '016_D_23', '016_D_24', '016_D_25', '016_D_26', '016_D_27', '016_D_28', '016_D_29', '016_D_30', '016_D_31', '016_D_32', '016_D_33', '016_D_34', '016_D_35']"
016_D_12,滨医附院,"['003_U_01', '003_D_07', '005_U_68', '005_U_69', '005_D_04', '005_D_05', '007_U_18', '009_U_44', '009_U_45', '009_D_04', '010_U_49', '010_U_50', '010_D_06', '011_U_23', '011_U_24', '011_D_18', '012_U_24', '012_D_10', '012_D_11', '016_U_24', '016_U_25', '018_U_16', '018_D_21', '023_U_34', '023_U_35', '023_D_01', '023_D_02', '025_U_41', '025_D_06', '026_U_38', '026_U_39', '026_D_17', '026_D_18', '026_D_19', '027_U_34', '027_U_35', '027_D_06', '028_U_29', '028_U_30', '028_D_10', '035_U_30', '035_U_31', '035_D_01', '035_D_02', '037_U_45', '037_U_46', '037_D_01', '037_D_02', '037_D_03', '038_U_47', '038_U_48', '038_D_01', '038_D_02', '038_D_03', '102_U_29', '102_D_14', '109_U_29', '109_D_04', '111_U_12', '111_U_13', '111_D_24']",16,下行,12,118.012386,37.370354,True,"['016_D_13', '016_D_14', '016_D_15', '016_D_16', '016_D_17', '016_D_18', '016_D_19', '016_D_20', '016_D_21', '016_D_22', '016_D_23', '016_D_24', '016_D_25', '016_D_26', '016_D_27', '016_D_28', '016_D_29', '016_D_30', '016_D_31', '016_D_32', '016_D_33', '016_D_34', '016_D_35']"
016_D_13,广兴医院,"['002_U_41', '002_D_03', '003_U_01', '003_D_07', '005_U_68', '005_U_69', '005_D_04', '005_D_05', '009_U_43', '009_D_05', '010_U_48', '010_D_07', '011_U_22', '011_D_19', '012_U_25', '012_D_09', '016_U_23', '018_U_14', '018_U_15', '018_U_16', '018_D_21', '018_D_22', '018_D_23', '023_U_35', '023_D_01', '025_U_40', '025_U_41', '025_D_06', '025_D_07', '026_U_39', '026_D_17', '027_U_33', '027_D_07', '028_U_28', '028_D_11', '035_U_30', '035_U_31', '035_D_01', '035_D_02', '037_U_46', '037_D_01', '038_U_48', '038_D_01', '102_U_28', '102_D_15', '111_U_10', '111_U_11', '111_D_25', '111_D_26']",16,下行,13,118.006805,37.369956,True,"['016_D_14', '016_D_15', '016_D_16', '016_D_17', '016_D_18', '016_D_19', '016_D_20', '016_D_21', '016_D_22', '016_D_23', '016_D_24', '016_D_25', '016_D_26', '016_D_27', '016_D_28', '016_D_29', '016_D_30', '016_D_31', '016_D_32', '016_D_33', '016_D_34', '016_D_35']"
016_D_14,建工宿舍,"['002_U_41', '002_D_03', '002_D_04', '003_U_02', '003_D_06', '009_U_42', '009_D_06', '010_U_47', '010_D_08', '011_U_21', '011_D_20', '012_U_26', '012_D_08', '016_U_22', '018_U_13', '018_U_14', '018_D_23', '018_D_24', '025_U_39', '025_D_08', '027_U_32', '027_D_08', '028_U_27', '028_D_12', '029_U_17', '029_U_18', '029_D_17', '029_D_18', '081_U_22', '081_U_23', '081_D_13', '081_D_14', '109_U_28', '109_D_05', '111_U_10', '111_D_26']",16,下行,14,118.000255,37.369517,True,"['016_D_15', '016_D_16', '016_D_17', '016_D_18', '016_D_19', '016_D_20', '016_D_21', '016_D_22', '016_D_23', '016_D_24', '016_D_25', '016_D_26', '016_D_27', '016_D_28', '016_D_29', '016_D_30', '016_D_31', '016_D_32', '016_D_33', '016_D_34', '016_D_35']"
016_D_15,利世医院,"['009_U_41', '009_D_07', '009_D_08', '010_U_46', '010_D_09', '010_D_10', '011_U_20', '011_D_21', '011_D_22', '012_U_27', '012_U_28', '012_D_07', '016_U_21', '016_D_16', '025_U_38', '025_D_09', '025_D_10', '027_U_31', '027_D_09', '027_D_10', '028_U_26', '028_D_13', '028_D_14', '029_U_18', '029_D_17', '029_D_18', '081_U_23', '081_D_13', '081_D_14']",16,下行,15,117.994326,37.370922,True,"['016_D_16', '016_D_17', '016_D_18', '016_D_19', '016_D_20', '016_D_21', '016_D_22', '016_D_23', '016_D_24', '016_D_25', '016_D_26', '016_D_27', '016_D_28', '016_D_29', '016_D_30', '016_D_31', '016_D_32', '016_D_33', '016_D_34', '016_D_35']"
016_D_16,双拥广场,"['009_U_40', '009_D_07', '009_D_08', '009_D_09', '010_U_45', '010_D_09', '010_D_10', '010_D_11', '011_U_19', '011_D_21', '011_D_22', '011_D_23', '012_U_27', '012_U_28', '012_U_29', '012_D_06', '016_U_20', '016_D_15', '016_D_17', '025_U_37', '025_D_09', '025_D_10', '025_D_11', '027_U_30', '027_D_09', '027_D_10', '027_D_11', '028_U_25', '028_D_13', '028_D_14', '028_D_15', '109_D_06']",16,下行,16,117.990536,37.371719,True,"['016_D_17', '016_D_18', '016_D_19', '016_D_20', '016_D_21', '016_D_22', '016_D_23', '016_D_24', '016_D_25', '016_D_26', '016_D_27', '016_D_28', '016_D_29', '016_D_30', '016_D_31', '016_D_32', '016_D_33', '016_D_34', '016_D_35']"
016_D_17,新光小区,"['009_U_39', '009_U_40', '009_D_08', '009_D_09', '010_U_44', '010_U_45', '010_D_10', '010_D_11', '011_U_18', '011_U_19', '011_D_22', '011_D_23', '012_U_28', '012_U_29', '012_U_30', '012_D_05', '012_D_06', '016_U_19', '016_U_20', '016_D_16', '025_U_36', '025_U_37', '025_D_10', '025_D_11', '027_U_29', '027_U_30', '027_D_10', '027_D_11', '028_U_24', '028_U_25', '028_D_14', '028_D_15', '109_U_27', '109_D_06']",16,下行,17,117.987179,37.371721,True,"['016_D_18', '016_D_19', '016_D_20', '016_D_21', '016_D_22', '016_D_23', '016_D_24', '016_D_25', '016_D_26', '016_D_27', '016_D_28', '016_D_29', '016_D_30', '016_D_31', '016_D_32', '016_D_33', '016_D_34', '016_D_35']"
016_D_18,碧林花园,"['003_D_04', '009_U_38', '009_D_10', '010_U_43', '010_D_12', '011_U_17', '011_D_24', '016_U_18', '025_U_35', '025_D_12', '027_U_28', '027_D_12', '028_U_23', '028_D_16', '109_U_26']",16,下行,18,117.980635,37.371764,True,"['016_D_19', '016_D_20', '016_D_21', '016_D_22', '016_D_23', '016_D_24', '016_D_25', '016_D_26', '016_D_27', '016_D_28', '016_D_29', '016_D_30', '016_D_31', '016_D_32', '016_D_33', '016_D_34', '016_D_35']"
016_D_19,至尊门第南门,"['009_U_37', '009_D_11', '010_U_42', '010_D_13', '011_U_11', '011_U_12', '011_D_29', '011_D_30', '016_U_17', '025_U_34', '025_D_13', '027_U_27', '027_D_13', '028_U_22', '028_D_17']",16,下行,19,117.970203,37.371786,True,"['016_D_20', '016_D_21', '016_D_22', '016_D_23', '016_D_24', '016_D_25', '016_D_26', '016_D_27', '016_D_28', '016_D_29', '016_D_30', '016_D_31', '016_D_32', '016_D_33', '016_D_34', '016_D_35']"
016_D_20,百世儿童医院,"['009_U_36', '009_U_37', '009_D_12', '011_U_11', '011_U_12', '011_D_29', '011_D_30', '016_U_16', '016_U_17', '025_U_33', '025_U_34', '025_D_14', '027_U_26', '027_U_27', '027_D_14', '028_U_21', '028_U_22', '028_D_18', '105_U_07', '105_D_37', '109_U_25', '109_D_08']",16,下行,20,117.964462,37.371922,True,"['016_D_21', '016_D_22', '016_D_23', '016_D_24', '016_D_25', '016_D_26', '016_D_27', '016_D_28', '016_D_29', '016_D_30', '016_D_31', '016_D_32', '016_D_33', '016_D_34', '016_D_35']"
016_D_21,市税务局二路办公区,"['009_U_35', '009_U_36', '009_D_13', '016_U_15', '016_U_16', '025_U_32', '025_U_33', '025_D_15', '027_U_25', '027_U_26', '027_D_15', '028_U_20', '028_U_21', '028_D_19', '105_U_06', '105_U_07', '105_D_37', '105_D_38', '109_U_25']",16,下行,21,117.959141,37.372491,True,"['016_D_22', '016_D_23', '016_D_24', '016_D_25', '016_D_26', '016_D_27', '016_D_28', '016_D_29', '016_D_30', '016_D_31', '016_D_32', '016_D_33', '016_D_34', '016_D_35']"
016_D_22,杜店办事处,"['003_U_05', '003_D_03', '009_U_34', '009_D_14', '016_U_14', '017_D_21', '027_U_24', '027_D_16', '028_U_19', '028_D_20', '103_U_05', '103_D_29', '105_U_05', '105_D_39', '107_U_06', '107_D_36', '108_U_13', '109_U_24', '113_U_08', '113_D_30']",16,下行,22,117.951875,37.373174,True,"['016_D_23', '016_D_24', '016_D_25', '016_D_26', '016_D_27', '016_D_28', '016_D_29', '016_D_30', '016_D_31', '016_D_32', '016_D_33', '016_D_34', '016_D_35']"
016_D_23,天阳小区,"['009_U_33', '009_D_15', '010_U_35', '010_U_36', '010_D_19', '010_D_20', '016_U_13', '027_U_23', '027_D_17', '028_U_18', '028_D_21', '103_U_04', '103_D_30', '105_U_04', '105_D_40', '107_U_05', '107_D_37', '112_U_05', '112_D_29', '112_D_30', '113_U_07', '113_D_31']",16,下行,23,117.945899,37.373862,True,"['016_D_24', '016_D_25', '016_D_26', '016_D_27', '016_D_28', '016_D_29', '016_D_30', '016_D_31', '016_D_32', '016_D_33', '016_D_34', '016_D_35']"
016_D_24,汽车总站广场,"['009_U_32', '009_D_16', '009_D_17', '010_U_34', '010_D_21', '016_U_12', '027_U_22', '027_D_18', '028_U_17', '028_D_22', '031_U_16', '031_U_17', '031_D_14', '031_D_15', '081_U_07', '081_U_08', '081_D_28', '081_D_29', '102_U_04', '103_U_03', '103_D_31', '105_U_03', '105_D_41', '106_U_04', '107_U_04', '107_D_38', '109_U_23', '109_D_09', '112_U_04', '112_D_31', '113_U_06', '113_D_32']",16,下行,24,117.939263,37.373824,True,"['016_D_25', '016_D_26', '016_D_27', '016_D_28', '016_D_29', '016_D_30', '016_D_31', '016_D_32', '016_D_33', '016_D_34', '016_D_35']"
016_D_25,站前家具城,"['003_U_06', '003_D_02', '009_U_32', '010_U_33', '010_U_34', '010_D_22', '016_U_10', '016_U_11', '016_U_12', '027_U_21', '027_U_22', '027_D_19', '028_U_16', '028_U_17', '028_D_23', '031_U_15', '031_U_16', '031_D_16', '081_U_06', '081_U_07', '081_D_30', '101_U_02', '101_U_03', '101_U_04', '101_D_27', '101_D_28', '102_U_02', '102_U_03', '102_D_39', '106_U_02', '106_U_03', '106_D_36', '107_U_02', '107_U_03', '107_U_04', '107_D_39', '109_U_22', '109_U_23', '109_D_10', '112_U_02', '112_U_03', '112_U_04', '112_D_32']",16,下行,25,117.936042,37.37131,True,"['016_D_26', '016_D_27', '016_D_28', '016_D_29', '016_D_30', '016_D_31', '016_D_32', '016_D_33', '016_D_34', '016_D_35']"
016_D_26,渤海活塞,"['003_U_07', '003_D_01', '003_D_02', '016_U_09', '016_U_10', '016_U_11', '016_D_27', '101_U_01', '101_U_02', '101_U_03', '101_D_29', '101_D_30', '102_U_01', '102_U_02', '102_U_03', '102_D_40', '102_D_41', '103_U_01', '103_D_33', '105_U_01', '105_D_43', '106_U_01', '106_U_02', '106_U_03', '106_D_37', '106_D_38', '107_U_01', '107_U_02', '107_U_03', '107_D_40', '107_D_41', '108_U_01', '108_D_38', '112_U_01', '112_U_02', '112_U_03', '112_D_33', '112_D_34']",16,下行,26,117.936003,37.367128,True,"['016_D_27', '016_D_28', '016_D_29', '016_D_30', '016_D_31', '016_D_32', '016_D_33', '016_D_34', '016_D_35']"
016_D_27,汽车总站,"['003_U_07', '003_D_01', '003_D_02', '016_U_09', '016_U_10', '016_U_11', '016_D_26', '031_D_13', '081_D_27', '101_U_01', '101_U_02', '101_U_03', '101_D_29', '101_D_30', '102_U_01', '102_U_02', '102_U_03', '102_D_40', '102_D_41', '103_U_01', '103_U_02', '103_D_33', '105_U_01', '105_U_02', '105_D_43', '106_U_01', '106_U_02', '106_U_03', '106_D_37', '106_D_38', '107_U_01', '107_U_02', '107_U_03', '107_D_40', '107_D_41', '108_U_01', '108_D_38', '112_U_01', '112_U_02', '112_U_03', '112_D_33', '112_D_34', '113_U_05']",16,下行,27,117.936874,37.366846,True,"['016_D_28', '016_D_29', '016_D_30', '016_D_31', '016_D_32', '016_D_33', '016_D_34', '016_D_35']"
016_D_28,熙悦府,['016_U_08'],16,下行,28,117.929859,37.363121,True,"['016_D_29', '016_D_30', '016_D_31', '016_D_32', '016_D_33', '016_D_34', '016_D_35']"
016_D_29,拉菲公馆,['016_U_07'],16,下行,29,117.923558,37.361087,True,"['016_D_30', '016_D_31', '016_D_32', '016_D_33', '016_D_34', '016_D_35']"
016_D_30,一汽大众,"['016_U_06', '016_D_31', '025_U_23']",16,下行,30,117.923754,37.356215,True,"['016_D_31', '016_D_32', '016_D_33', '016_D_34', '016_D_35']"
016_D_31,中油燃气,"['016_U_05', '016_U_06', '016_D_30', '025_U_23', '025_D_24']",16,下行,31,117.924749,37.352678,True,"['016_D_32', '016_D_33', '016_D_34', '016_D_35']"
016_D_32,鲁德曲轴,"['016_U_04', '025_U_24', '025_D_23']",16,下行,32,117.931631,37.352774,True,"['016_D_33', '016_D_34', '016_D_35']"
016_D_33,胜利油建七分公司,['016_U_03'],16,下行,33,117.936045,37.350148,True,"['016_D_34', '016_D_35']"
016_D_34,渤海先进技术研究院南门,"['016_U_02', '113_U_01', '113_U_02', '113_D_38']",16,下行,34,117.940761,37.342788,False,['016_D_35']
016_D_35,黄河三角洲交易中心,"['016_U_01', '032_U_08', '032_D_27', '113_U_01', '113_D_38']",16,下行,35,117.94967,37.340038,False,[]
017_U_01,天一光电,"['017_D_37', '081_U_01', '081_D_35']",17,上行,1,117.884398,37.342478,False,"['017_U_02', '017_U_03', '017_U_04', '017_U_05', '017_U_06', '017_U_07', '017_U_08', '017_U_09', '017_U_10', '017_U_11', '017_U_12', '017_U_13', '017_U_14', '017_U_15', '017_U_16', '017_U_17', '017_U_18', '017_U_19', '017_U_20', '017_U_21', '017_U_22', '017_U_23', '017_U_24', '017_U_25', '017_U_26', '017_U_27', '017_U_28', '017_U_29', '017_U_30', '017_U_31', '017_U_32', '017_U_33', '017_U_34', '017_U_35', '017_U_36', '017_U_37', '017_U_38']"
017_U_02,滨魏供热宿舍,"['017_U_03', '017_D_35', '017_D_36']",17,上行,2,117.898225,37.342312,False,"['017_U_03', '017_U_04', '017_U_05', '017_U_06', '017_U_07', '017_U_08', '017_U_09', '017_U_10', '017_U_11', '017_U_12', '017_U_13', '017_U_14', '017_U_15', '017_U_16', '017_U_17', '017_U_18', '017_U_19', '017_U_20', '017_U_21', '017_U_22', '017_U_23', '017_U_24', '017_U_25', '017_U_26', '017_U_27', '017_U_28', '017_U_29', '017_U_30', '017_U_31', '017_U_32', '017_U_33', '017_U_34', '017_U_35', '017_U_36', '017_U_37', '017_U_38']"
017_U_03,刘家集,"['017_U_02', '017_U_04', '017_D_35', '017_D_36']",17,上行,3,117.900648,37.34369,False,"['017_U_04', '017_U_05', '017_U_06', '017_U_07', '017_U_08', '017_U_09', '017_U_10', '017_U_11', '017_U_12', '017_U_13', '017_U_14', '017_U_15', '017_U_16', '017_U_17', '017_U_18', '017_U_19', '017_U_20', '017_U_21', '017_U_22', '017_U_23', '017_U_24', '017_U_25', '017_U_26', '017_U_27', '017_U_28', '017_U_29', '017_U_30', '017_U_31', '017_U_32', '017_U_33', '017_U_34', '017_U_35', '017_U_36', '017_U_37', '017_U_38']"
017_U_04,南段村,"['017_U_03', '017_U_05', '017_D_34', '017_D_35', '017_D_36']",17,上行,4,117.900649,37.350294,False,"['017_U_05', '017_U_06', '017_U_07', '017_U_08', '017_U_09', '017_U_10', '017_U_11', '017_U_12', '017_U_13', '017_U_14', '017_U_15', '017_U_16', '017_U_17', '017_U_18', '017_U_19', '017_U_20', '017_U_21', '017_U_22', '017_U_23', '017_U_24', '017_U_25', '017_U_26', '017_U_27', '017_U_28', '017_U_29', '017_U_30', '017_U_31', '017_U_32', '017_U_33', '017_U_34', '017_U_35', '017_U_36', '017_U_37', '017_U_38']"
017_U_05,沙魏村,"['010_U_29', '010_U_30', '010_D_26', '017_U_04', '017_U_06', '017_U_07', '017_D_31', '017_D_32', '017_D_33', '017_D_34', '027_U_17', '027_U_18', '027_D_23', '028_U_12', '028_U_13', '028_D_27', '031_U_12', '031_U_13', '031_D_19', '081_U_02', '081_U_03', '081_D_34']",17,上行,5,117.90061,37.357284,False,"['017_U_06', '017_U_07', '017_U_08', '017_U_09', '017_U_10', '017_U_11', '017_U_12', '017_U_13', '017_U_14', '017_U_15', '017_U_16', '017_U_17', '017_U_18', '017_U_19', '017_U_20', '017_U_21', '017_U_22', '017_U_23', '017_U_24', '017_U_25', '017_U_26', '017_U_27', '017_U_28', '017_U_29', '017_U_30', '017_U_31', '017_U_32', '017_U_33', '017_U_34', '017_U_35', '017_U_36', '017_U_37', '017_U_38']"
017_U_06,东方地毯,"['010_U_29', '010_U_30', '010_D_25', '010_D_26', '017_U_05', '017_U_07', '017_D_31', '017_D_32', '017_D_33', '027_U_17', '027_U_18', '027_D_22', '027_D_23', '028_U_12', '028_U_13', '028_D_26', '028_D_27', '031_U_12', '031_U_13', '031_D_18', '031_D_19', '081_U_02', '081_U_03', '081_D_33', '081_D_34']",17,上行,6,117.900377,37.363456,False,"['017_U_07', '017_U_08', '017_U_09', '017_U_10', '017_U_11', '017_U_12', '017_U_13', '017_U_14', '017_U_15', '017_U_16', '017_U_17', '017_U_18', '017_U_19', '017_U_20', '017_U_21', '017_U_22', '017_U_23', '017_U_24', '017_U_25', '017_U_26', '017_U_27', '017_U_28', '017_U_29', '017_U_30', '017_U_31', '017_U_32', '017_U_33', '017_U_34', '017_U_35', '017_U_36', '017_U_37', '017_U_38']"
